"X","County","State","Facility","Provider Type","Update","Positive Residents","Positive Residents Transferred","Positive Staff"
NA,"Palm Beach","Florida","NUESTRA CASA II INC","ALF","9/8/2020",0,1,0
NA,"Palm Beach","Florida","OASIS HEALTH AND REHABILITATION CENTER","NH","9/8/2020",2,2,1
NA,"Palm Beach","Florida","PACIFICA SENIOR LIVING OF PALM BEACH","ALF","9/8/2020",0,0,1
NA,"Palm Beach","Florida","PALM GARDEN OF WEST PALM BEACH","NH","9/8/2020",0,1,1
NA,"Palm Beach","Florida","PARKSIDE INN","ALF","9/8/2020",2,17,0
NA,"Palm Beach","Florida","REHABILITATION CENTER OF THE PALM BEACHES,THE","NH","9/8/2020",0,10,0
NA,"Palm Beach","Florida","RENAISSANCE HEALTH AND REHABILITATION","NH","9/8/2020",0,0,1
NA,"Palm Beach","Florida","ROYAL PALM BEACH HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,0,4
NA,"Palm Beach","Florida","SAVANNAH COURT OF THE PALM BEACHES","ALF","9/8/2020",0,22,0
NA,"Palm Beach","Florida","SIGNATURE HEALTHCARE OF PALM BEACH","NH","9/8/2020",17,0,3
NA,"Palm Beach","Florida","SONATA BOYNTON BEACH","ALF","9/8/2020",0,1,0
NA,"Palm Beach","Florida","STRATFORD COURT OF BOCA RATON","NH","9/8/2020",0,8,0
NA,"Palm Beach","Florida","SYMPHONY AT DELRAY BEACH","ALF","9/7/2020",0,7,12
NA,"Palm Beach","Florida","TERRACE COMMUNITIES TEQUESTA , LLC","ALF","9/8/2020",0,11,12
NA,"Palm Beach","Florida","TERRACES OF LAKE WORTH CARE CENTER","NH","9/8/2020",0,3,8
NA,"Palm Beach","Florida","THE ELITE MANOR, INC","ALF","9/8/2020",0,2,0
NA,"Palm Beach","Florida","THE LANDING OF LAKE WORTH","ALF","9/8/2020",0,1,8
NA,"Palm Beach","Florida","THE MERIDIAN AT BOCA RATON","ALF","9/7/2020",0,2,0
NA,"Palm Beach","Florida","VENTURA HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,0,4
NA,"Palm Beach","Florida","VERANDA CLUB ASSISTED LIVING, THE","ALF","9/8/2020",0,0,1
NA,"Palm Beach","Florida","VI AT LAKESIDE VILLAGE","ALF","9/8/2020",0,2,0
NA,"Palm Beach","Florida","WATERFORD, THE","NH","9/8/2020",0,3,4
NA,"Palm Beach","Florida","WILLOWBROOKE COURT SKILLED CARE CENTER- EDGEWATER AT BOCA POINTE","NH","9/8/2020",0,3,1
NA,"Palm Beach","Florida","WINDSOR COURT","ALF","9/8/2020",13,12,1
NA,"Palm Beach","Florida","WOOD LAKE HEALTH AND REHABILITATION CENTER","NH","9/7/2020",0,15,8
NA,"Palm Beach","Florida","HEARTLAND HEALTH CARE CENTER - PROSPERITY OAKS","NH","9/8/2020",0,13,1
NA,"Palm Beach","Florida","HIBISCUS PALACE II ASSISTED LIVING FACILITY LLC","ALF","9/7/2020",0,1,1
NA,"Palm Beach","Florida","HIBISCUS PALACE WELLINGTON LLC","ALF","9/7/2020",0,1,0
NA,"Pasco","Florida","BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME","NH","9/8/2020",0,14,0
NA,"Pasco","Florida","BEACH HOUSE ASSISTED LIVING AND MEMORY CARE AT WIREGRASS RANCH","ALF","9/8/2020",4,0,0
NA,"Pasco","Florida","BEL-AIR HOUSE","ALF","9/8/2020",0,1,0
NA,"Pasco","Florida","CONSULATE HEALTH CARE OF BAYONET POINT","NH","9/8/2020",2,18,0
NA,"Pasco","Florida","EDWINOLA, THE","ALF","9/8/2020",0,0,1
NA,"Pasco","Florida","HEARTLAND OF ZEPHYRHILLS","NH","9/8/2020",0,5,1
NA,"Pasco","Florida","HEATHER HILL HEALTHCARE CENTER","NH","9/8/2020",0,0,1
NA,"Pasco","Florida","HERITAGE PARK HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,0,1
NA,"Pasco","Florida","HOME SWEET HOME ASSISTED LIVING OF NEW PORT RICHEY","ALF","9/8/2020",0,0,1
NA,"Pasco","Florida","KEYSTONE PLACE AT TERRA BELLA","ALF","9/7/2020",0,0,1
NA,"Pasco","Florida","MADISON POINTE CARE CENTER","NH","9/8/2020",0,14,20
NA,"Pasco","Florida","OAKVIEW TERRACE","ALF","9/8/2020",0,0,1
NA,"Pasco","Florida","ORCHARD RIDGE","NH","9/8/2020",9,13,18
NA,"Pasco","Florida","PLANTATION RETIREMENT INC","ALF","9/8/2020",0,0,1
NA,"Pasco","Florida","ROSECASTLE OF ZEPHYRHILLS","ALF","9/8/2020",0,0,1
NA,"Pasco","Florida","SOUTHERN PINES HEALTHCARE CENTER","NH","9/8/2020",0,5,0
NA,"Pasco","Florida","TRINITY PLACE ASSISTED LIVING LLC","ALF","9/8/2020",3,1,1
NA,"Pasco","Florida","TRINITY REGIONAL REHAB CENTER","NH","9/8/2020",0,3,1
NA,"Pasco","Florida","WINDSOR WOODS REHAB AND HEALTHCARE CENTER","NH","9/8/2020",1,0,0
NA,"Pasco","Florida","ADVENTHEALTH CARE CENTER ZEPHYRHILLS NORTH","NH","9/8/2020",0,2,0
NA,"Pasco","Florida","ADVENTHEALTH CARE CENTER ZEPHYRHILLS SOUTH","NH","9/8/2020",6,6,0
NA,"Pasco","Florida","AMERICAN HOUSE ZEPHRYHILLS","ALF","9/8/2020",0,0,5
NA,"Pinellas","Florida","ABBEY REHABILITATION AND NURSING CENTER","NH","9/8/2020",0,16,25
NA,"Pinellas","Florida","ALHAMBRA HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,5,12
NA,"Pinellas","Florida","ADDINGTON PLACE AT COLLEGE HARBOR","ALF","8/26/2020",0,3,6
NA,"Pinellas","Florida","ADDINGTON PLACE OF EAST LAKE","ALF","9/8/2020",0,2,2
NA,"Pinellas","Florida","ALCOVE ASSISTED LIVING FACILITY","ALF","9/8/2020",0,0,1
NA,"Pinellas","Florida","ARDEN COURTS OF PALM HARBOR","ALF","9/8/2020",0,0,1
NA,"Pinellas","Florida","BARDMOOR OAKS HEALTHCARE AND REHABILITATION CENTER","NH","9/8/2020",0,5,4
NA,"Pinellas","Florida","BAY POINTE NURSING PAVILION","NH","9/8/2020",18,39,5
NA,"Pinellas","Florida","BAY TREE CENTER","NH","9/4/2020",0,4,1
NA,"Pinellas","Florida","BAYSIDE CARE CENTER","NH","9/6/2020",0,11,3
NA,"Pinellas","Florida","BAYTREE LAKESIDE","ALF","9/8/2020",0,0,1
NA,"Pinellas","Florida","BOCA CIEGA CENTER","NH","9/8/2020",4,21,41
NA,"Pinellas","Florida","BON SECOURS MARIA MANOR NURSING CARE CENTER","NH","9/8/2020",0,7,2
NA,"Pinellas","Florida","BON SECOURS PLACE AT ST PETERSBURG","ALF","9/8/2020",0,3,0
NA,"Pinellas","Florida","BROOKDALE TARPON SPRINGS","ALF","9/8/2020",0,0,2
NA,"Pinellas","Florida","AMELIA ALF","ALF","9/8/2020",0,1,0
NA,"Pinellas","Florida","ANGEL CARE ASSISTED LIVING FACILITY","ALF","9/8/2020",1,17,0
NA,"Pinellas","Florida","APOLLO HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,24,0
NA,"Pinellas","Florida","CONCORDIA MANOR","NH","9/8/2020",0,1,0
NA,"Pinellas","Florida","CONSULATE HEALTH CARE OF SAFETY HARBOR","NH","9/8/2020",0,2,4
NA,"Pinellas","Florida","COUNTRY INN","ALF","9/8/2020",0,10,5
NA,"Pinellas","Florida","COUNTRYSIDE REHAB AND HEALTHCARE CENTER","NH","9/8/2020",90,0,0
NA,"Pinellas","Florida","CURLEW CARE OF CLEARWATER","ALF","9/8/2020",0,0,3
NA,"Pinellas","Florida","CYPRESS PALMS","ALF","9/8/2020",0,1,0
NA,"Pinellas","Florida","EAGLE LAKE NURSING AND REHAB CARE CENTER","NH","9/8/2020",0,2,0
NA,"Pinellas","Florida","EAST LAKE MANOR, INC","ALF","9/8/2020",0,1,0
NA,"Pinellas","Florida","EGRET COVE CENTER","NH","9/8/2020",0,7,0
NA,"Pinellas","Florida","ELMCROFT OF PINECREST","ALF","9/8/2020",0,0,1
NA,"Pinellas","Florida","EVERGREEN MANOR RETIREMENT HOME","ALF","9/8/2020",0,8,3
NA,"Pinellas","Florida","FOUNDATIONAL HEALTH ALF","ALF","9/8/2020",0,0,1
NA,"Pinellas","Florida","GATEWAY CARE CENTER","NH","9/8/2020",0,16,27
NA,"Pinellas","Florida","GLEN OAKS HEALTH AND REHABILITATION CENTER","NH","9/5/2020",1,1,2
NA,"Pinellas","Florida","GOLFVIEW HEALTHCARE CENTER","NH","9/8/2020",0,1,0
NA,"Pinellas","Florida","GRAND VILLA OF CLEARWATER","ALF","9/8/2020",0,1,1
NA,"Pinellas","Florida","GRAND VILLA OF DUNEDIN","ALF","9/8/2020",0,1,0
NA,"Pinellas","Florida","GRAND VILLA OF LARGO","ALF","9/8/2020",0,1,0
NA,"Pinellas","Florida","GRAND VILLA OF PINELLAS PARK","ALF","9/8/2020",0,3,1
NA,"Pinellas","Florida","GRAND VILLA OF ST PETERSBURG","ALF","9/8/2020",0,4,3
NA,"Pinellas","Florida","GULF SHORE CARE CENTER","NH","9/8/2020",47,4,0
NA,"Pinellas","Florida","GULFPORT REHABILITATION CENTER","NH","9/8/2020",10,3,10
NA,"Pinellas","Florida","HARBORCHASE","ALF","9/8/2020",0,1,1
NA,"Pinellas","Florida","HARBOURWOOD CARE CENTER","NH","9/8/2020",0,19,7
NA,"Pinellas","Florida","HEALTH AND REHABILITATION CENTRE AT DOLPHINS VIEW","NH","9/8/2020",0,2,0
NA,"Pinellas","Florida","HERON HOUSE OF LARGO","ALF","9/8/2020",0,6,6
NA,"Pinellas","Florida","HIGHLAND PINES REHABILITATION CENTER","NH","9/8/2020",0,9,0
NA,"Pinellas","Florida","IMMACULATE HOUSE AT COUNTRYSIDE","ALF","9/8/2020",0,0,1
NA,"Pinellas","Florida","INN AT FREEDOM SQUARE (THE)","ALF","9/8/2020",0,6,5
NA,"Pinellas","Florida","INN AT LAKE SEMINOLE SQUARE (THE)","ALF","9/5/2020",0,4,7
NA,"Pinellas","Florida","INSPIRED LIVING AT IVY RIDGE","ALF","9/7/2020",0,0,1
NA,"Pinellas","Florida","JACARANDA MANOR","NH","9/8/2020",0,12,56
NA,"Pinellas","Florida","KENSINGTON GARDENS REHAB AND NURSING CENTER","NH","9/8/2020",0,21,0
NA,"Pinellas","Florida","KR AT COLLEGE HARBOR","NH","9/8/2020",0,8,7
NA,"Pinellas","Florida","LAKE HOUSE ASSISTED LIVING","ALF","9/8/2020",0,1,1
NA,"Pinellas","Florida","LAKESIDE OAKS CARE CENTER","NH","9/8/2020",0,7,0
NA,"Pinellas","Florida","LEXINGTON HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,59,32
NA,"Pinellas","Florida","CARRINGTON PLACE OF ST PETE","NH","9/4/2020",33,24,3
NA,"Pinellas","Florida","CLEARWATER CENTER","NH","9/8/2020",0,1,0
NA,"Pinellas","Florida","COLONNADE AT BECKETT LAKE (THE)","ALF","9/8/2020",0,6,1
NA,"Pinellas","Florida","MASONIC HOME OF FLORIDA","ALF","9/8/2020",0,1,0
NA,"Pinellas","Florida","MEASE CONTINUING CARE","NH","9/8/2020",0,0,2
NA,"Pinellas","Florida","MORTON PLANT REHABILITATION CENTER","NH","9/8/2020",0,4,6
NA,"Pinellas","Florida","NORTH REHABILITATION CENTER","NH","9/8/2020",0,6,0
NA,"Pinellas","Florida","OAK MANOR HEALTHCARE & REHABILITATION CENTER","NH","9/8/2020",7,14,25
NA,"Pinellas","Florida","OAKS OF CLEARWATER, THE","NH","9/8/2020",0,18,0
NA,"Pinellas","Florida","PARC, INC","ICF","9/8/2020",0,2,10
NA,"Pinellas","Florida","PENINSULA CARE AND REHABILITATION CENTER","NH","9/8/2020",4,10,0
NA,"Pinellas","Florida","PRINCETON VILLAGE OF LARGO","ALF","9/8/2020",0,0,2
NA,"Pinellas","Florida","REGAL PALMS","ALF","9/8/2020",0,19,1
NA,"Pinellas","Florida","REGENCY OAKS HEALTH CENTER","NH","9/8/2020",0,3,1
NA,"Pinellas","Florida","REGENCY OAKS HEALTH CENTER","ALF","9/8/2020",0,1,0
NA,"Pinellas","Florida","RES-CARE FLORIDA, INC.","ICF","9/8/2020",0,0,1
NA,"Pinellas","Florida","SABAL PALMS HEALTH CARE CENTER","NH","9/8/2020",0,2,0
NA,"Pinellas","Florida","SEABREEZE SIESTA MANOR, LLC","ALF","9/4/2020",0,1,0
NA,"Pinellas","Florida","SEMINOLE PAVILION HEALTH CENTER","NH","9/8/2020",0,50,12
NA,"Pinellas","Florida","SHORE ACRES CARE CENTER","NH","9/8/2020",0,7,7
NA,"Pinellas","Florida","SOUTH HERITAGE HEALTH & REHABILITATION CENTER","NH","9/8/2020",0,12,0
NA,"Pinellas","Florida","SPRINGS AT BOCA CIEGA BAY","NH","9/8/2020",0,0,1
NA,"Pinellas","Florida","ST MARK VILLAGE INC","ALF","9/8/2020",0,0,1
NA,"Pinellas","Florida","ST PETERSBURG NURSING & REHABILITATION","NH","9/8/2020",0,1,0
NA,"Pinellas","Florida","ST. MARK VILLAGE","NH","9/8/2020",0,1,1
NA,"Pinellas","Florida","STIRLING HOUSE 1, LLC","ALF","9/8/2020",0,3,0
NA,"Pinellas","Florida","STIRLING HOUSE 2, LLC","ALF","9/8/2020",0,9,0
NA,"Pinellas","Florida","STRATFORD COURT OF PALM HARBOR","NH","9/8/2020",0,6,0
NA,"Pinellas","Florida","STRATFORD COURT OF PALM HARBOR","ALF","9/8/2020",0,1,2
NA,"Pinellas","Florida","SUNSET HARBOR ASSISTED LIVING","ALF","9/8/2020",0,0,1
NA,"Pinellas","Florida","SUNSET POINT","NH","9/8/2020",0,0,2
NA,"Pinellas","Florida","TARPON BAYOU CENTER","NH","9/8/2020",0,2,1
NA,"Pinellas","Florida","THE ACACIA AT MEASE LIFE","ALF","9/8/2020",0,0,1
NA,"Pinellas","Florida","THE FOUNTAINS AT BOCA CIEGA BAY","ALF","9/3/2020",0,26,23
NA,"Pinellas","Florida","THE VILLAS AT LAKESIDE OAKS","ALF","9/8/2020",0,3,0
NA,"Pinellas","Florida","TIERRA PINES CENTER","NH","9/8/2020",0,13,2
NA,"Pinellas","Florida","UNION HOUSE","ALF","9/8/2020",0,1,0
NA,"Pinellas","Florida","VINEYARD INN (THE)","ALF","9/8/2020",0,0,1
NA,"Pinellas","Florida","WEST BAY OF TAMPA","NH","9/8/2020",0,19,0
NA,"Pinellas","Florida","WESTCHESTER GARDENS HEALTH & REHABILITATION","NH","9/8/2020",0,0,1
NA,"Pinellas","Florida","WESTMINSTER SHORES INC","ALF","9/8/2020",0,0,1
NA,"Pinellas","Florida","WESTMINSTER SUNCOAST","NH","9/8/2020",0,1,7
NA,"Pinellas","Florida","MARION AND BERNARD L SAMSON NURSING CENTER","NH","9/8/2020",1,0,4
NA,"Pinellas","Florida","MASONIC HOME OF FLORIDA","NH","9/8/2020",0,3,0
NA,"Pinellas","Florida","MAGNOLIA GARDENS ASSISTED LIVING","ALF","9/8/2020",0,0,1
NA,"Polk","Florida","BRANDYWYNE HEALTH CARE CENTER","NH","9/8/2020",8,1,0
NA,"Polk","Florida","BROOKDALE HIGHLANDS","ALF","9/8/2020",0,0,1
NA,"Polk","Florida","BROOKDALE OAKBRIDGE","ALF","9/7/2020",0,2,2
NA,"Polk","Florida","CONSULATE HEALTH CARE OF LAKELAND","NH","9/8/2020",0,11,2
NA,"Polk","Florida","CONSULATE HEALTH CARE OF WINTER HAVEN","NH","9/8/2020",0,22,2
NA,"Polk","Florida","CROSSROADS, THE","NH","9/8/2020",19,10,6
NA,"Polk","Florida","CONSULATE HEALTH CARE AT LAKE PARKER","NH","9/8/2020",0,4,1
NA,"Polk","Florida","GRACE MANOR SUITES, LLC","ALF","9/8/2020",0,14,7
NA,"Polk","Florida","GRAND VILLA OF LAKELAND","ALF","9/8/2020",0,16,2
NA,"Polk","Florida","GROVES CENTER","NH","9/8/2020",12,33,23
NA,"Polk","Florida","GRACE HEALTHCARE OF LAKE WALES","NH","9/8/2020",0,2,1
NA,"Polk","Florida","HAWTHORNE INN OF LAKELAND","ALF","9/8/2020",0,5,6
NA,"Polk","Florida","HIGHLANDS LAKE CENTER","NH","9/8/2020",0,86,0
NA,"Polk","Florida","LAKE GIBSON VILLAGE LLC","ALF","9/8/2020",5,0,7
NA,"Polk","Florida","LAKE HOWARD HEIGHTS","ALF","9/7/2020",0,8,15
NA,"Polk","Florida","LAKELAND HILLS CENTER","NH","9/8/2020",13,45,0
NA,"Polk","Florida","LAKELAND MANOR ALF","ALF","9/8/2020",20,20,8
NA,"Polk","Florida","LAKELAND NURSING & REHABILITATION","NH","9/8/2020",28,1,22
NA,"Polk","Florida","LIFE CARE CENTER OF WINTER HAVEN","NH","9/8/2020",0,6,1
NA,"Polk","Florida","MANOR AT CARPENTERS, THE","NH","9/8/2020",0,0,1
NA,"Polk","Florida","NEW ERA ASSISTED LIVING","ALF","9/1/2020",0,10,3
NA,"Polk","Florida","OAK HAVEN REHAB AND NURSING CENTER","NH","9/8/2020",0,16,1
NA,"Polk","Florida","OAKBRIDGE HEALTHCARE CENTER","NH","9/8/2020",82,0,8
NA,"Polk","Florida","HAINES CITY REHABILITATION AND NURSING CENTER","NH","9/8/2020",0,4,0
NA,"Polk","Florida","SAVANNAH COTTAGE OF LAKELAND","ALF","9/7/2020",9,5,4
NA,"Polk","Florida","SAVANNAH COURT OF HAINES CITY","ALF","9/8/2020",3,4,0
NA,"Polk","Florida","SAVANNAH COURT OF LAKE WALES","ALF","8/29/2020",0,0,2
NA,"Polk","Florida","SPRING LAKE REHABILITATION CENTER","NH","9/8/2020",9,9,5
NA,"Polk","Florida","THE GARDENS OF LAKE ALFRED","ALF","9/8/2020",0,1,0
NA,"Polk","Florida","VALENCIA HILLS HEALTH AND REHABILITATION CENTER","NH","9/8/2020",8,24,0
NA,"Polk","Florida","VILLA AT CARPENTERS (THE)","ALF","9/8/2020",0,0,1
NA,"Polk","Florida","WEDGEWOOD HEALTHCARE CENTER","NH","9/8/2020",10,18,24
NA,"Polk","Florida","WINTER HAVEN HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,64,45
NA,"Polk","Florida","BARTOW CENTER","NH","9/8/2020",8,24,36
NA,"Polk","Florida","BEST CARE SENIOR LIVING AT WINTER HAVEN","ALF","9/7/2020",0,12,7
NA,"Polk","Florida","PALM GARDEN OF WINTER HAVEN","NH","9/8/2020",0,19,9
NA,"Putnam","Florida","FIVE OAKS REST HOME","ALF","9/8/2020",0,2,0
NA,"Putnam","Florida","CRESCENT LAKE HOUSE","ALF","9/8/2020",0,0,2
NA,"Putnam","Florida","CRESTWOOD NURSING CENTER","NH","9/8/2020",0,0,1
NA,"Putnam","Florida","POMONA PARK ALF","ALF","9/8/2020",0,0,1
NA,"Santa Rosa","Florida","CANOPY ON BERRYHILL, THE","ALF","9/8/2020",0,2,3
NA,"Santa Rosa","Florida","FORSYTH HOUSE","ALF","9/8/2020",0,0,4
NA,"Santa Rosa","Florida","PRUITTHEALTH - SANTA ROSA","NH","9/8/2020",2,4,18
NA,"Santa Rosa","Florida","THE BEACON AT GULF BREEZE","ALF","9/8/2020",0,0,4
NA,"Santa Rosa","Florida","THE TERRACE AT IVEY ACRES OF JAY","ALF","9/8/2020",6,4,6
NA,"Santa Rosa","Florida","THE WATERMARK OF GULF BREEZE","ALF","9/8/2020",0,0,1
NA,"Santa Rosa","Florida","SANDY RIDGE CENTER FOR REHABILITATION AND HEALING","NH","9/7/2020",0,7,0
NA,"Santa Rosa","Florida","BAY BREEZE SENIOR LIVING AND REHABILITATION CENTER","NH","9/8/2020",11,7,28
NA,"Santa Rosa","Florida","BERRYHILL MANOR RETIREMENT CENTER","ALF","9/8/2020",2,5,5
NA,"Sarasota","Florida","ARAVILLA","ALF","9/8/2020",0,1,8
NA,"Sarasota","Florida","ALDERMAN OAKS RETIREMENT CENTER INC","ALF","9/8/2020",0,1,3
NA,"Sarasota","Florida","ANCHIN PAVILION","ALF","9/8/2020",0,7,0
NA,"Sarasota","Florida","ANGELS SENIOR LIVING AT SARASOTA","ALF","9/8/2020",0,5,3
NA,"Sarasota","Florida","BENDERSON FAMILY SKILLED NURSING AND REHABILITATION CENTER","NH","9/8/2020",0,0,1
NA,"Sarasota","Florida","BROOKDALE DEER CREEK SARASOTA","ALF","9/8/2020",0,8,0
NA,"Sarasota","Florida","BROOKDALE PALMER RANCH","ALF","9/8/2020",1,0,0
NA,"Sarasota","Florida","BROOKDALE PALMER RANCH SNF","NH","9/8/2020",0,0,1
NA,"Sarasota","Florida","CONSULATE HEALTH CARE OF SARASOTA","NH","9/8/2020",0,10,11
NA,"Sarasota","Florida","CROSSBREEZE CARE CENTER","NH","9/8/2020",0,2,0
NA,"Sarasota","Florida","DESOTO PALMS LLC","ALF","9/8/2020",0,1,1
NA,"Sarasota","Florida","ELMCROFT OF BELLA VITA","ALF","9/7/2020",0,2,0
NA,"Sarasota","Florida","FRUITVILLE HOLDINGS OPPIDAN INC","ALF","9/8/2020",0,0,7
NA,"Sarasota","Florida","GLENRIDGE ON PALMER RANCH INC.","NH","9/8/2020",0,0,1
NA,"Sarasota","Florida","ASHTON PLACE CORP","ALF","9/8/2020",0,0,1
NA,"Sarasota","Florida","BAY BREEZE HEALTH AND REHABILITATION CENTER","NH","9/8/2020",18,10,12
NA,"Sarasota","Florida","BAY VILLAGE OF SARASOTA INC","ALF","9/7/2020",0,0,1
NA,"Sarasota","Florida","HARBORCHASE OF VENICE","NH","9/8/2020",0,8,6
NA,"Sarasota","Florida","HAWTHORNE HEALTH AND REHAB OF SARASOTA","NH","9/8/2020",3,0,0
NA,"Sarasota","Florida","HEARTLAND HEALTH CARE CENTER - NORTH SARASOTA","NH","9/8/2020",9,5,10
NA,"Sarasota","Florida","HERON CLUB AT PRESTANCIA THE","ALF","9/8/2020",0,1,0
NA,"Sarasota","Florida","HERON HOUSE","ALF","9/7/2020",0,0,7
NA,"Sarasota","Florida","INN AT ASTON GARDENS AT PELICAN POINTE (THE)","ALF","9/8/2020",0,0,3
NA,"Sarasota","Florida","LIANA OF SARASOTA","ALF","9/7/2020",0,0,1
NA,"Sarasota","Florida","LIANA OF VENICE","ALF","9/8/2020",0,0,3
NA,"Sarasota","Florida","LILY'S PROMISE, LLC","ALF","9/8/2020",0,0,2
NA,"Sarasota","Florida","MAGNOLIA HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,8,16
NA,"Sarasota","Florida","GRAND VILLA OF SARASOTA","ALF","9/8/2020",0,0,1
NA,"Sarasota","Florida","HARBORCHASE OF SARASOTA","ALF","9/6/2020",2,0,2
NA,"Sarasota","Florida","HARBORCHASE OF VENICE","ALF","9/8/2020",0,1,4
NA,"Sarasota","Florida","NORTH PORT REHABILITATION AND NURSING CENTER","NH","9/8/2020",0,0,1
NA,"Sarasota","Florida","PINEBROOK CENTER","NH","9/8/2020",10,1,3
NA,"Sarasota","Florida","PINES OF SARASOTA","ALF","9/4/2020",0,1,0
NA,"Sarasota","Florida","PLYMOUTH HARBOR INC","ALF","9/8/2020",0,1,0
NA,"Sarasota","Florida","SARASOTA HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,19,0
NA,"Sarasota","Florida","SARASOTA POINT REHABILITATION CENTER","NH","9/8/2020",0,15,2
NA,"Sarasota","Florida","SAVANNAH GRAND OF SARASOTA","ALF","9/8/2020",0,0,1
NA,"Sarasota","Florida","SPRING GROVE ALF","ALF","8/28/2020",0,0,1
NA,"Sarasota","Florida","SPRINGS AT LAKE POINTE WOODS","NH","9/8/2020",0,3,1
NA,"Sarasota","Florida","SPRINGWOOD CENTER","NH","9/8/2020",0,0,4
NA,"Sarasota","Florida","SUNNILAND ASSISTED LIVING FACILITY, LLC","ALF","9/8/2020",0,0,1
NA,"Sarasota","Florida","SUNSET LAKE HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,0,10
NA,"Sarasota","Florida","SUNSHINE MEADOWS ASSISTED LIVING FACILITY INC","ALF","9/8/2020",0,5,0
NA,"Sarasota","Florida","THE FOUNTAINS OF HOPE","ALF","9/6/2020",0,7,0
NA,"Sarasota","Florida","THE SPRINGS AT SOUTH BISCAYNE","ALF","8/31/2020",0,2,1
NA,"Sarasota","Florida","TUSCAN GARDENS OF VENETIA BAY","ALF","9/8/2020",0,1,0
NA,"Sarasota","Florida","VILLAGE ON THE ISLE","ALF","9/8/2020",0,0,1
NA,"Sarasota","Florida","WELCOME HOME ASSISTED LIVING FACILITY","ALF","9/8/2020",0,1,0
NA,"Sarasota","Florida","MANORCARE HEALTH SERVICES SARASOTA","NH","9/8/2020",0,0,9
NA,"Sarasota","Florida","NEUROINTERNATIONAL SARASOTA","ALF","8/28/2020",1,1,0
NA,"Sarasota","Florida","MANORCARE HEALTH SERVICES","NH","9/8/2020",0,0,1
NA,"Seminole","Florida","BROOKDALE LAKE MARY","ALF","9/8/2020",0,2,3
NA,"Seminole","Florida","ADVENTHEALTH CARE CENTER APOPKA SOUTH","NH","9/8/2020",7,38,0
NA,"Seminole","Florida","ATRIA PARK OF LAKE FOREST","ALF","9/7/2020",0,0,2
NA,"Seminole","Florida","GRACIOUS AGE","ALF","9/8/2020",0,11,0
NA,"Seminole","Florida","BROOKDALE LAKE ORIENTA","ALF","9/8/2020",3,1,2
NA,"Seminole","Florida","EASTBROOKE GARDENS","ALF","9/8/2020",0,26,0
NA,"Seminole","Florida","FIRST STEP CARE ASSISTED LIVING","ALF","9/8/2020",0,0,1
NA,"Seminole","Florida","ISLAND LAKE CENTER","NH","9/8/2020",0,0,2
NA,"Seminole","Florida","LAKE MARY HEALTH AND REHABILITATION CENTER","NH","9/8/2020",11,1,1
NA,"Seminole","Florida","LIFE CARE CENTER OF ALTAMONTE SPRINGS","NH","9/8/2020",0,2,2
NA,"Seminole","Florida","LUTHERAN HAVEN NURSING HOME","NH","9/8/2020",0,0,2
NA,"Seminole","Florida","MARINA ISLE ASSISTED LIVING","ALF","9/8/2020",1,0,0
NA,"Seminole","Florida","OAKMONTE VILLAGE OF LAKE MARY - CORDOVA","ALF","9/8/2020",0,17,0
NA,"Seminole","Florida","PALMS OF LONGWOOD (THE)","ALF","9/8/2020",0,6,0
NA,"Seminole","Florida","RENAISSANCE RETIREMENT CENTER","ALF","9/8/2020",0,7,20
NA,"Seminole","Florida","SAVANNAH COTTAGE OF OVIEDO","ALF","8/25/2020",11,0,3
NA,"Seminole","Florida","SAVANNAH COURT OF OVIEDO I","ALF","8/25/2020",0,0,3
NA,"Seminole","Florida","GRAND VILLA OF ALTAMONTE SPRINGS","ALF","9/8/2020",0,0,1
NA,"Seminole","Florida","HOWELL BRANCH COURT","ICF","9/8/2020",0,0,1
NA,"Seminole","Florida","HSRE-ASL CASSELBERRY TRS LLC","ALF","9/8/2020",0,0,2
NA,"Seminole","Florida","TUSKAWILLA NURSING AND REHAB CENTER","NH","9/8/2020",0,0,1
NA,"Seminole","Florida","VIEW AT WINTER PARK (THE)","ALF","9/8/2020",1,0,0
NA,"Seminole","Florida","VILLAGE ON THE GREEN","NH","9/8/2020",4,0,1
NA,"Seminole","Florida","SERENADES BY SONATA","ALF","9/7/2020",0,1,0
NA,"Seminole","Florida","SPRING HILLS LAKE MARY","ALF","9/5/2020",0,2,0
NA,"Seminole","Florida","STRIVE AT FERN PARK","ALF","9/8/2020",0,0,1
NA,"St. Johns","Florida","SAMANTHA WILSON CARE CENTER","NH","9/8/2020",4,4,2
NA,"St. Johns","Florida","CLYDE E LASSEN STATE VETERANS NURSING HOME","NH","9/8/2020",0,0,1
